"biogeographic_region","Year","Reporter Name","Dollars"
"Eurasian.Palearctic",1995,"North America",327010548.914628
"Iberia.N.Africa",1995,"North America",16697950.7600119
"Middle.East",1995,"North America",15764333.302025
"N.Pacific",1995,"North America",324705058.165875
"S.Cone.Pacific",1995,"North America",98257126.7668711
"SE.Asia",1995,"North America",141590397.76115
"Subsaharan.Africa",1995,"North America",27444411.912806
"North America",1995,"North America",513385471.447129
"Amazonia",1996,"North America",64814474.608541
"Arabia.Sahara",1996,"North America",21644603.3808065
"C.America",1996,"North America",167640076.320633
"Carribbean",1996,"North America",13959643.9684612
"Eurasian.Palearctic",1996,"North America",340436106.304735
"Iberia.N.Africa",1996,"North America",18382388.2399445
"Middle.East",1996,"North America",17199624.9270105
"N.Pacific",1996,"North America",292308837.897547
"S.Cone.Pacific",1996,"North America",103744911.527967
"SE.Asia",1996,"North America",150717868.451185
"Subsaharan.Africa",1996,"North America",31394684.2865976
"North America",1996,"North America",531134216.121519
"Amazonia",1997,"North America",68709152.5522344
"Arabia.Sahara",1997,"North America",22045487.3066212
"C.America",1997,"North America",192311027.948889
"Carribbean",1997,"North America",15192360.0428628
"Eurasian.Palearctic",1997,"North America",366945954.695028
"Iberia.N.Africa",1997,"North America",19531584.8422039
"Middle.East",1997,"North America",19812551.5343618
"N.Pacific",1997,"North America",300396225.500948
"S.Cone.Pacific",1997,"North America",111522865.330111
"SE.Asia",1997,"North America",175369461.913577
"Subsaharan.Africa",1997,"North America",33182879.2585466
"North America",1997,"North America",574522674.127922
"Amazonia",1998,"North America",60206204.1713145
"Arabia.Sahara",1998,"North America",15686462.1074145
"C.America",1998,"North America",207744327.570331
"Carribbean",1998,"North America",14666450.1227024
"Eurasian.Palearctic",1998,"North America",398885540.310862
"Iberia.N.Africa",1998,"North America",18230326.0210319
"Middle.East",1998,"North America",24192698.1551281
"N.Pacific",1998,"North America",300288618.962993
"S.Cone.Pacific",1998,"North America",117940442.904826
"SE.Asia",1998,"North America",195320858.990997
"Subsaharan.Africa",1998,"North America",26145965.3067553
"North America",1998,"North America",585868186.320446
"Amazonia",1999,"North America",67797740.9331215
"Arabia.Sahara",1999,"North America",18467421.5455939
"C.America",1999,"North America",236517873.389939
"Carribbean",1999,"North America",15025469.0064411
"Eurasian.Palearctic",1999,"North America",452786935.31014
"Iberia.N.Africa",1999,"North America",19132186.3699897
"Middle.East",1999,"North America",32120781.8749714
"N.Pacific",1999,"North America",327690105.71274
"S.Cone.Pacific",1999,"North America",123571309.253423
"SE.Asia",1999,"North America",221046233.125808
"Subsaharan.Africa",1999,"North America",27056128.3024284
"North America",1999,"North America",630078714.411793
"Amazonia",2000,"North America",82246508.2700118
"Arabia.Sahara",2000,"North America",28915677.2038799
"C.America",2000,"North America",275843993.162598
"Carribbean",2000,"North America",17453118.9939157
"Eurasian.Palearctic",2000,"North America",488073119.610853
"Iberia.N.Africa",2000,"North America",21579546.1461972
"Middle.East",2000,"North America",41215469.5620173
"N.Pacific",2000,"North America",354685201.92823
"S.Cone.Pacific",2000,"North America",133135068.536246
"SE.Asia",2000,"North America",243368369.233077
"Subsaharan.Africa",2000,"North America",41091891.3394121
"North America",2000,"North America",686452451.523191
"Amazonia",2001,"North America",72382689.4701556
"Arabia.Sahara",2001,"North America",26245915.0841147
"C.America",2001,"North America",258459997.831158
"Carribbean",2001,"North America",15930433.7972025
"Eurasian.Palearctic",2001,"North America",469097620.417462
"Iberia.N.Africa",2001,"North America",19789584.6869293
"Middle.East",2001,"North America",38377184.8003726
"N.Pacific",2001,"North America",297970875.462951
"S.Cone.Pacific",2001,"North America",118364307.942669
"SE.Asia",2001,"North America",237033808.794737
"Subsaharan.Africa",2001,"North America",35499209.848966
"North America",2001,"North America",619323457.882126
"Amazonia",2002,"North America",77772455.5987535
"Arabia.Sahara",2002,"North America",27893735.9526945
"C.America",2002,"North America",265720725.744108
"Carribbean",2002,"North America",16033428.7277716
"Eurasian.Palearctic",2002,"North America",485907437.279855
"Iberia.N.Africa",2002,"North America",21799805.1734187
"Middle.East",2002,"North America",36463242.5562713
"N.Pacific",2002,"North America",294414330.922403
"S.Cone.Pacific",2002,"North America",124757528.128597
"SE.Asia",2002,"North America",296354705.195669
"Subsaharan.Africa",2002,"North America",30652614.4735729
"North America",2002,"North America",599474914.718306
"Amazonia",2003,"North America",86760719.6513918
"Arabia.Sahara",2003,"North America",36843259.0958388
"C.America",2003,"North America",268066019.927218
"Carribbean",2003,"North America",20377884.007645
"Eurasian.Palearctic",2003,"North America",520174117.149952
"Iberia.N.Africa",2003,"North America",29116532.4661057
"Middle.East",2003,"North America",39934540.5025876
"N.Pacific",2003,"North America",286136138.278742
"S.Cone.Pacific",2003,"North America",124693518.850458
"SE.Asia",2003,"North America",347746507.754449
"Subsaharan.Africa",2003,"North America",43619431.5702341
"North America",2003,"North America",616702337.987973
"Amazonia",2004,"North America",112124751.795988
"Arabia.Sahara",2004,"North America",41818822.9647263
"C.America",2004,"North America",294227554.442713
"Carribbean",2004,"North America",24408050.6459339
"Eurasian.Palearctic",2004,"North America",575233693.682322
"Iberia.N.Africa",2004,"North America",36196805.9983776
"Middle.East",2004,"North America",50347875.3073059
"N.Pacific",2004,"North America",315387507.53248
"S.Cone.Pacific",2004,"North America",136030527.916301
"SE.Asia",2004,"North America",431948014.06784
"Subsaharan.Africa",2004,"North America",59017316.5227273
"North America",2004,"North America",681125752.115429
"Amazonia",2005,"North America",138613279.613189
"Arabia.Sahara",2005,"North America",55104630.3190721
"C.America",2005,"North America",310143390.038895
"Carribbean",2005,"North America",29408694.6663649
"Eurasian.Palearctic",2005,"North America",617857795.590281
"Iberia.N.Africa",2005,"North America",43596638.2412801
"Middle.East",2005,"North America",55912928.4064807
"N.Pacific",2005,"North America",316828308.841045
"S.Cone.Pacific",2005,"North America",148787391.820495
"SE.Asia",2005,"North America",512943401.537744
"Subsaharan.Africa",2005,"North America",80533362.4465868
"North America",2005,"North America",737484852.733335
"Amazonia",2006,"North America",146678654.956913
"Arabia.Sahara",2006,"North America",62618527.4378811
"C.America",2006,"North America",346674487.427526
"Carribbean",2006,"North America",29170102.6367934
"Eurasian.Palearctic",2006,"North America",646093730.528802
"Iberia.N.Africa",2006,"North America",55351687.5391834
"Middle.East",2006,"North America",62463537.8362169
"N.Pacific",2006,"North America",328176055.471972
"S.Cone.Pacific",2006,"North America",157588476.471603
"SE.Asia",2006,"North America",584544715.598182
"Subsaharan.Africa",2006,"North America",93027648.7351725
"North America",2006,"North America",755330795.982475
"Amazonia",2007,"North America",144188073.091702
"Arabia.Sahara",2007,"North America",68107709.7908448
"C.America",2007,"North America",358694875.232689
"Carribbean",2007,"North America",30078897.1754929
"Eurasian.Palearctic",2007,"North America",665841557.526363
"Iberia.N.Africa",2007,"North America",58886400.4987542
"Middle.East",2007,"North America",63078635.564192
"N.Pacific",2007,"North America",318648826.097078
"S.Cone.Pacific",2007,"North America",149803952.49391
"SE.Asia",2007,"North America",630481659.812463
"Subsaharan.Africa",2007,"North America",103396793.729141
"North America",2007,"North America",770175758.192698
"Amazonia",2008,"North America",173151324.985506
"Arabia.Sahara",2008,"North America",94642331.4929644
"C.America",2008,"North America",356222477.572129
"Carribbean",2008,"North America",28952481.5727225
"Eurasian.Palearctic",2008,"North America",692085922.039369
"Iberia.N.Africa",2008,"North America",63765942.0820857
"Middle.East",2008,"North America",80871261.7238254
"N.Pacific",2008,"North America",300664156.517889
"S.Cone.Pacific",2008,"North America",146722365.205957
"SE.Asia",2008,"North America",642014508.224865
"Subsaharan.Africa",2008,"North America",128734293.641471
"North America",2008,"North America",784829472.106747
"Amazonia",2009,"North America",112967872.847825
"Arabia.Sahara",2009,"North America",42528727.4540433
"C.America",2009,"North America",297724886.38882
"Carribbean",2009,"North America",18964942.2972465
"Eurasian.Palearctic",2009,"North America",527375127.332015
"Iberia.N.Africa",2009,"North America",37865489.8710643
"Middle.East",2009,"North America",55442118.5504727
"N.Pacific",2009,"North America",219413812.784684
"S.Cone.Pacific",2009,"North America",115430040.853679
"SE.Asia",2009,"North America",555431240.315898
"Subsaharan.Africa",2009,"North America",70270283.8253971
"North America",2009,"North America",558723665.047557
"Amazonia",2010,"North America",136806489.378247
"Arabia.Sahara",2010,"North America",56485415.1037182
"C.America",2010,"North America",384205962.251358
"Carribbean",2010,"North America",19503727.4399496
"Eurasian.Palearctic",2010,"North America",597880949.965938
"Iberia.N.Africa",2010,"North America",45312864.5180405
"Middle.East",2010,"North America",64984591.8026049
"N.Pacific",2010,"North America",268564458.489748
"S.Cone.Pacific",2010,"North America",130581211.974776
"SE.Asia",2010,"North America",677355447.038224
"Subsaharan.Africa",2010,"North America",97149317.6337553
"North America",2010,"North America",669087742.855879
"Amazonia",2011,"North America",175384173.620485
"Arabia.Sahara",2011,"North America",78844878.9263955
"C.America",2011,"North America",427979944.807758
"Carribbean",2011,"North America",26848630.0785922
"Eurasian.Palearctic",2011,"North America",678174100.710375
"Iberia.N.Africa",2011,"North America",51654839.8052794
"Middle.East",2011,"North America",73964948.6148992
"N.Pacific",2011,"North America",284469459.45159
"S.Cone.Pacific",2011,"North America",142004089.838496
"SE.Asia",2011,"North America",725079309.693625
"Subsaharan.Africa",2011,"North America",108575240.269605
"North America",2011,"North America",734748460.218624
"Amazonia",2012,"North America",162890994.892329
"Arabia.Sahara",2012,"North America",87836470.0807669
"C.America",2012,"North America",438044708.145687
"Carribbean",2012,"North America",21852648.9561732
"Eurasian.Palearctic",2012,"North America",657093829.922564
"Iberia.N.Africa",2012,"North America",45230433.5935292
"Middle.East",2012,"North America",74800629.1153457
"N.Pacific",2012,"North America",299078354.387784
"S.Cone.Pacific",2012,"North America",133445420.749
"SE.Asia",2012,"North America",727800485.762703
"Subsaharan.Africa",2012,"North America",70433542.0640916
"North America",2012,"North America",739281104.215051
"Amazonia",2013,"North America",145014409.035424
"Arabia.Sahara",2013,"North America",79005316.742825
"C.America",2013,"North America",435158674.503258
"Carribbean",2013,"North America",19284857.4463171
"Eurasian.Palearctic",2013,"North America",653939162.848642
"Iberia.N.Africa",2013,"North America",34846788.6116704
"Middle.East",2013,"North America",64631650.5751689
"N.Pacific",2013,"North America",287994751.786974
"S.Cone.Pacific",2013,"North America",135428885.680836
"SE.Asia",2013,"North America",739336983.167468
"Subsaharan.Africa",2013,"North America",53331168.4437293
"North America",2013,"North America",747719139.212669
"Amazonia",2014,"North America",140548174.711677
"Arabia.Sahara",2014,"North America",69659722.6145341
"C.America",2014,"North America",448697396.332477
"Carribbean",2014,"North America",20112932.3056102
"Eurasian.Palearctic",2014,"North America",689821959.789765
"Iberia.N.Africa",2014,"North America",36685129.8161691
"Middle.East",2014,"North America",61725919.5669189
"N.Pacific",2014,"North America",292152347.759118
"S.Cone.Pacific",2014,"North America",144899274.100358
"SE.Asia",2014,"North America",799799919.135313
"Subsaharan.Africa",2014,"North America",35956338.7823906
"North America",2014,"North America",781286977.969354
"Amazonia",2015,"North America",103849592.039105
"Arabia.Sahara",2015,"North America",36175808.9399495
"C.America",2015,"North America",441486552.706922
"Carribbean",2015,"North America",16686508.1714312
"Eurasian.Palearctic",2015,"North America",684430555.272882
"Iberia.N.Africa",2015,"North America",34112536.6993215
"Middle.East",2015,"North America",48293410.953086
"N.Pacific",2015,"North America",290156916.505414
"S.Cone.Pacific",2015,"North America",149759230.587094
"SE.Asia",2015,"North America",819628411.563833
"Subsaharan.Africa",2015,"North America",25176956.0969871
"North America",2015,"North America",674929189.647054
"Amazonia",2016,"North America",93213156.3964435
"Arabia.Sahara",2016,"North America",29368624.8967174
"C.America",2016,"North America",433521235.119435
"Carribbean",2016,"North America",14083145.9935277
"Eurasian.Palearctic",2016,"North America",661980572.265599
"Iberia.N.Africa",2016,"North America",33088540.2472652
"Middle.East",2016,"North America",47025593.3000155
"N.Pacific",2016,"North America",286911805.850402
"S.Cone.Pacific",2016,"North America",148381274.015897
"SE.Asia",2016,"North America",781201772.478197
"Subsaharan.Africa",2016,"North America",26173031.2876552
"North America",2016,"North America",626952261.108396
"Amazonia",2017,"North America",98463806.1074557
"Arabia.Sahara",2017,"North America",33305726.9436072
"C.America",2017,"North America",452465072.926095
"Carribbean",2017,"North America",14788835.8887974
"Eurasian.Palearctic",2017,"North America",685021470.244529
"Iberia.N.Africa",2017,"North America",36357139.5969575
"Middle.East",2017,"North America",52118611.082556
"N.Pacific",2017,"North America",289044828.660294
"S.Cone.Pacific",2017,"North America",154223980.834997
"SE.Asia",2017,"North America",834700304.392662
"Subsaharan.Africa",2017,"North America",30802135.4857831
"North America",2017,"North America",658349866.948733
"Amazonia",2018,"North America",100557621.429516
"Arabia.Sahara",2018,"North America",40827388.4461185
"C.America",2018,"North America",483249901.74851
"Carribbean",2018,"North America",15725005.9998304
"Eurasian.Palearctic",2018,"North America",752312089.895195
"Iberia.N.Africa",2018,"North America",39024856.8543689
"Middle.East",2018,"North America",52807736.4651892
"N.Pacific",2018,"North America",292465113.781352
"S.Cone.Pacific",2018,"North America",156651538.797185
"SE.Asia",2018,"North America",872944274.455945
"Subsaharan.Africa",2018,"North America",29116629.9799054
"North America",2018,"North America",676647820.482961
"Amazonia",2019,"North America",84931767.9484301
"Arabia.Sahara",2019,"North America",27926551.5673418
"C.America",2019,"North America",489781583.63361
"Carribbean",2019,"North America",15019215.9974293
"Eurasian.Palearctic",2019,"North America",779059279.577138
"Iberia.N.Africa",2019,"North America",35484360.1380457
"Middle.East",2019,"North America",43825572.5363875
"N.Pacific",2019,"North America",292626932.453751
"S.Cone.Pacific",2019,"North America",155048193.469064
"SE.Asia",2019,"North America",757919809.14074
"Subsaharan.Africa",2019,"North America",24278713.2078831
"North America",2019,"North America",664941315.851213
"Amazonia",2020,"North America",68557990.5879586
"Arabia.Sahara",2020,"North America",18747748.2009494
"C.America",2020,"North America",436969060.187882
"Carribbean",2020,"North America",12738814.7148178
"Eurasian.Palearctic",2020,"North America",728614335.441616
"Iberia.N.Africa",2020,"North America",29703952.3979559
"Middle.East",2020,"North America",32883632.422506
"N.Pacific",2020,"North America",255525157.777492
"S.Cone.Pacific",2020,"North America",156120040.649923
"SE.Asia",2020,"North America",729839220.688355
"Subsaharan.Africa",2020,"North America",23194814.4291767
"North America",2020,"North America",559136396.470852
"Amazonia",2021,"North America",85789726.2272682
"Arabia.Sahara",2021,"North America",28174688.6343488
"C.America",2021,"North America",494980413.370864
"Carribbean",2021,"North America",16068476.6958545
"Eurasian.Palearctic",2021,"North America",808458791.067368
"Iberia.N.Africa",2021,"North America",36848831.5283149
"Middle.East",2021,"North America",40593811.9599781
"N.Pacific",2021,"North America",289505185.765234
"S.Cone.Pacific",2021,"North America",186221171.354173
"SE.Asia",2021,"North America",847480617.046801
"Subsaharan.Africa",2021,"North America",33190633.4815637
"North America",2021,"North America",678580218.532793
