Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
MYCU2,RAPU2,Rapanea punctata (Lam.) Lundell,,US72
MYCU2,MYGU,Myrsine guianensis auct. non (Aubl.) Kuntze,,US72
MYCU2,MYFL2,Myrsine floridana A. DC.,,US72
MYCU2,MYGU,Myrsine guianensis auct. non (Aubl.) Kuntze,,US78
MYCU2,MYFL2,Myrsine floridana A. DC.,,US78
MYCU2,RAPU2,Rapanea punctata (Lam.) Lundell,,US78
MYCU2,RAGU2,Rapanea guianensis auct. non Aubl.,,US78
MYDE2,,Myrsine degeneri Hosaka,summit colicwood,US15
MYDE3,,Myrsine denticulata (Wawra) Hosaka,bog colicwood,US15
MYEM,,Myrsine emarginata (Rock) Hosaka,mountain colicwood,US15
MYFE,,Myrsine fernseei (Mez) Hosaka,streambank colicwood,US15
MYFO,MYMEF,Myrsine meziana (Levl.) Wilbur var. fosbergii (Hosaka) Wilbur,,US15
MYFO,,Myrsine fosbergii Hosaka,Koolau Range colicwood,US15
MYHE3,MYHO3,Myrsine hosakae Wilbur,,US15
MYHE3,,Myrsine helleri (O. Deg. & I. Deg.) H. St. John,Wahiawa Bog colicwood,US15
MYJU,,Myrsine juddii Hosaka,cloudswept colicwood,US15
MYKA,,Myrsine kauaiensis Hillebr.,Kauai colicwood,US15
MYKN,,Myrsine knudsenii (Rock) Hosaka,Kokee colicwood,US15
MYLA3,,Myrsine lanaiensis Hillebr.,Lanai colicwood,US15
MYLA3,MYLAO,Myrsine lanaiensis Hillebr. var. oahuensis Hosaka,,US15
MYLE2,MYME,Myrsine meziana (Levl.) Wilbur,,US15
MYLE2,,Myrsine lessertiana A. DC.,kolea lau nui,US15
MYLI,,Myrsine linearifolia Hosaka,narrowleaf colicwood,US15
MYME2,,Myrsine mezii Hosaka,Hanapepe River colicwood,US15
MYPA7,,Myrsine palauensis (Mez) Fosberg & Sachet,kulsill,US70
MYPA7,,Myrsine palauensis (Mez) Fosberg & Sachet,kulsill,US66
MYPE3,MYLIN,Myrsine linearifolia Hosaka var. nittae,,US15
MYPE3,,Myrsine petiolata Hosaka,swamp colicwood,US15
MYPU2,,Myrsine pukooensis (Levl.) Hosaka,Molokai colicwood,US15
MYPU3,MYKO,Myrsine kokeeana Hosaka,,US15
MYPU3,,Myrsine punctata (Levl.) Wilbur,dotted colicwood,US15
MYSA2,MYSAM,Myrsine sandwicensis A. DC. var. mauiensis Levl.,,US15
MYSA2,,Myrsine sandwicensis A. DC.,kokea lau li'i,US15
MYVA,,"Myrsine vaccinioides W.L. Wagner, D.R. Herbst & Sohmer",Violet Lake colicwood,US15
MYWA,,Myrsine wawraea (Mez) Hosaka,Mt. Kahili colicwood,US15
MYWA,MYST,Myrsine st.-johnii Hosaka,,US15
NAJAS,,Najas L.,waternymph,US72
NAJAS,,Najas L.,waternymph,US15
NAGU,,Najas guadalupensis (Spreng.) Magnus,southern waternymph,US15
NAGU,,Najas guadalupensis (Spreng.) Magnus,southern waternymph,US72
NAGUG,,Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis,southern waternymph,US15
NAGUG,CAGU5,Caulinia guadalupensis Spreng.,,US15
NAGUG,,Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis,southern waternymph,US72
NAGUG,CAGU5,Caulinia guadalupensis Spreng.,,US72
NAMA,,Najas marina L.,spiny naiad,US72
NAMA,NAGR3,Najas gracilis (Morong) Small,,US15
NAMA,NAGR3,Najas gracilis (Morong) Small,,US72
NAMA,,Najas marina L.,spiny naiad,US15
NAMA,NAMAA,Najas major All. var. angustifolia A. Braun ex K. Schum.,,US15
NAMA,NAMA3,Najas major All.,,US72
NAMA,NAMAA,Najas major All. var. angustifolia A. Braun ex K. Schum.,,US72
NAMA,NAMA3,Najas major All.,,US15
NAMA,NAMAR,Najas marina L. var. recurvata Dudley,,US15
NAMA,NAMAR,Najas marina L. var. recurvata Dudley,,US72
NAMA4,,Nama L.,fiddleleaf,US78
NAMA4,,Nama L.,fiddleleaf,US74
NAMA4,,Nama L.,fiddleleaf,US15
NAMA4,,Nama L.,fiddleleaf,US72
NAJA,MAJA4,Marilaunidium jamaicense (L.) Kuntze,,US72
NAJA,,Nama jamaicense L.,Jamaicanweed,US72
NAJA,MAJA4,Marilaunidium jamaicense (L.) Kuntze,,US78
NAJA,,Nama jamaicense L.,Jamaicanweed,US78
NASA,,Nama sandwicense A. Gray,hinahina kahakai,US74
NASA,NASAL,Nama sandwicense A. Gray var. laysanicum Brand,,US66
NASA,,Nama sandwicense A. Gray,hinahina kahakai,US15
NASA,NASAL,Nama sandwicense A. Gray var. laysanicum Brand,,US74
NASA,NASAL,Nama sandwicense A. Gray var. laysanicum Brand,,US15
NASA,,Nama sandwicense A. Gray,hinahina kahakai,US66
NANDI,,Nandina Thunb.,nandina,US70
NADO,,Nandina domestica Thunb.,sacred bamboo,US70
NADO,,Nandina domestica Thunb.,sacred bamboo,US66
NASHI,,Nashia Millsp.,nashia,US72
NAIN3,,Nashia inaguensis Millsp.,el tuque,US72
NASSE,,Nassella (Trin.) Desv.,needlegrass,US15
NACE,,Nassella cernua (Stebbins & R.M. Love) Barkworth,nodding needlegrass,US15
NACE,STCE,Stipa cernua Stebbins & R.M. Love,,US15
NASTU2,,Nasturtium R. Br.,yellowcress,US15
NASTU2,,Nasturtium R. Br.,yellowcress,US72
NASTU2,,Nasturtium R. Br.,yellowcress,US78
NAMI2,,Nasturtium microphyllum Boenn. ex Rchb.,onerow yellowcress,US15
NAMI2,ROMI3,Rorippa microphylla (Boenn. ex Rchb.) Hyl. ex Á. Löve & D. Löve,,US15
NAMI2,NAOFM,Nasturtium officinale W.T. Aiton var. microphyllum (Boenn. ex Rchb.) Thell.,,US15
NAMI2,RONAL,Rorippa nasturtium-aquaticum (L.) Hayek var. longisiliqua (Irmisch) B. Boivin,,US15
NAOF,NAOFS,Nasturtium officinale W.T. Aiton var. siifolium (Rchb.) W.D.J. Koch,,US72
NAOF,RONA2,Rorippa nasturtium-aquaticum (L.) Hayek,,US72
NAOF,,Nasturtium officinale W.T. Aiton,watercress,US72
NAOF,RONA2,Rorippa nasturtium-aquaticum (L.) Hayek,,US78
NAOF,SINA4,Sisymbrium nasturtium-aquaticum L.,,US78
NAOF,,Nasturtium officinale W.T. Aiton,watercress,US78
NAOF,NANA2,Nasturtium nasturtium-aquaticum (L.) Karsten,,US72
NAOF,NANA2,Nasturtium nasturtium-aquaticum (L.) Karsten,,US78
NAOF,NAOFS,Nasturtium officinale W.T. Aiton var. siifolium (Rchb.) W.D.J. Koch,,US78
NAOF,SINA4,Sisymbrium nasturtium-aquaticum L.,,US72
NECTA2,,Nectandra Roland. ex Rottb.,sweetwood,US72
NECTA2,,Nectandra Roland. ex Rottb.,sweetwood,US78
NECO,LACO12,Laurus coriacea Sw.,,US78
NECO,,Nectandra coriacea (Sw.) Griseb.,lancewood,US72
NECO,LACO12,Laurus coriacea Sw.,,US72
NECO,,Nectandra coriacea (Sw.) Griseb.,lancewood,US78
NECO,OCCO2,Ocotea coriacea (Sw.) Britton,,US72
NECO,OCCO2,Ocotea coriacea (Sw.) Britton,,US78
NEHI2,NEAN2,Nectandra antillana Meisn.,,US72
NEHI2,,Nectandra hihua (Ruiz & Pav.) Rohwer,shinglewood,US78
NEHI2,NEAN2,Nectandra antillana Meisn.,,US78
NEHI2,,Nectandra hihua (Ruiz & Pav.) Rohwer,shinglewood,US72
NEHI2,OCGL,Ocotea globosa (Aubl.) Schltdl. & Cham.,,US72
NEHI2,OCGL,Ocotea globosa (Aubl.) Schltdl. & Cham.,,US78
NEKR,,Nectandra krugii Mez,Krug's sweetwood,US72
NEKR,OCKR,Ocotea krugii (Mez) Howard,,US72
NEME3,,Nectandra membranacea (Sw.) Griseb.,sweetwood,US78
NEME3,,Nectandra membranacea (Sw.) Griseb.,sweetwood,US72
NEME3,OCME,Ocotea membranacea (Sw.) Howard,,US72
NEME3,OCME,Ocotea membranacea (Sw.) Howard,,US78
NEPA4,,Nectandra patens (Sw.) Griseb.,capberry,US72
NEPA4,OCPA,Ocotea patens (Sw.) Nees,,US72
NEPA4,,Nectandra patens (Sw.) Griseb.,capberry,US78
NEPA4,OCPA,Ocotea patens (Sw.) Nees,,US78
NETU,NESI2,Nectandra sintenisii Mez,,US72
NETU,,Nectandra turbacensis (Kunth) Nees,laurel amarillo,US72
NETU,NESI2,Nectandra sintenisii Mez,,US78
NETU,,Nectandra turbacensis (Kunth) Nees,laurel amarillo,US78
NETU,OCSI,Ocotea sintenisii (Mez) Alain,,US72
NETU,OCSI,Ocotea sintenisii (Mez) Alain,,US78
NEEA,,Neea Ruiz & Pav.,saltwood,US78
NEEA,,Neea Ruiz & Pav.,saltwood,US72
NEBU,,Neea buxifolia (Hook. f.) Heimerl,saltwood,US78
NEBU,EGBU,Eggersia buxifolia Hook. f.,,US72
NEBU,,Neea buxifolia (Hook. f.) Heimerl,saltwood,US72
NEBU,EGBU,Eggersia buxifolia Hook. f.,,US78
NEISO,,Neisosperma Raf.,neisosperma,US64
NEISO,,Neisosperma Raf.,neisosperma,US68
NEISO,,Neisosperma Raf.,neisosperma,US66
NEISO,,Neisosperma Raf.,neisosperma,US69
NEISO,,Neisosperma Raf.,neisosperma,US70
NEISO,,Neisosperma Raf.,neisosperma,US74
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US64
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US74
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US68
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US66
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US64
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US69
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US69
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US68
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US66
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US70
NEOP,,Neisosperma oppositifolia (Lam.) Fosberg & Sachet,neisosperma,US70
NEOP,OCOP,Ochrosia oppositifolia (Lam.) K. Schum.,,US74
NEKEM,,Nekemias Raf.,peppervine,US72
NEAR5,,Nekemias arborea (L.) J. Wen & Boggan,peppervine,US72
NEAR5,AMAR5,Ampelopsis arborea (L.) Koehne,,US72
NEAR5,AMBI3,Ampelopsis bipinnata Michx.,,US72
NELSO,,Nelsonia R. Br.,nelsonia,US72
NECA4,JUBR9,Justicia brunelloides Lam.,,US72
NECA4,NEBR2,Nelsonia brunelloides (Lam.) Kuntze,,US72
NECA4,,Nelsonia canescens (Lam.) Spreng.,blue pussyleaf,US72
NEOLA2,,Neolamarckia F. Bosser,neolamarckia,US72
NECA7,ANCA23,Anthocephalus cadamba (Roxb.) Miq.,,US72
NECA7,ANCH3,Anthocephalus chinensis (Lam.) A. Rich. ex Walp.,,US72
NECA7,,Neolamarckia cadamba (Roxb.) F. Bosser,kadam,US72
NEOLA,,Neolaugeria Nicolson,neolaugeria,US72
NERE2,,Neolaugeria resinosa (Vahl) Nicolson,aquilon,US72
NERE2,LARE3,Laugeria resinosa Vahl,,US72
NERE2,TERE4,Terebraria resinosa (Vahl) Sprague,,US72
NEOLO,,Neololeba Widjaja,neololeba,US70
NEAT2,,Neololeba atra (Lindl.) Widjaja,Cape bamboo,US70
NEAT2,BAAT5,Bambusa atra Lindl.,,US66
NEAT2,,Neololeba atra (Lindl.) Widjaja,Cape bamboo,US66
NEAT2,BAAT5,Bambusa atra Lindl.,,US70
NEOMA,,Neomarica Sprague,neomarica,US72
NENO,,Neomarica northiana (Schneev.) Sprague,North's false flag,US72
NEONO,,Neonotonia Lackey,neonotonia,US15
NEWI2,,Neonotonia wightii (Wight & Arn.) Lackey,perennial soybean,US15
NEORU,,Neorudolphia Britton,neorudolphia,US72
NEVO,,Neorudolphia volubilis (Willd.) Britton,bejuco de alambre,US72
NEPEN,,Nepenthes L.,,US70
NEMI5,,Nepenthes mirabilis Druce,,US66
NEMI5,,Nepenthes mirabilis Druce,,US70
NEPHE2,,Nephelium L.,nephelium,US70
NELA7,,Nephelium lappaceum L.,rambutan,US70
NELA7,,Nephelium lappaceum L.,rambutan,US66
NEPHR,,Nephrolepis Schott,swordfern,US15
NEPHR,,Nephrolepis Schott,swordfern,US70
NEPHR,,Nephrolepis Schott,swordfern,US72
NEPHR,,Nephrolepis Schott,swordfern,US78
NEPHR,,Nephrolepis Schott,swordfern,USNI
NEPHR,,Nephrolepis Schott,swordfern,US74
NECO11,,Nephrolepis ×copelandii W.H. Wagner [cordifolia × multiflora],swordfern,US15
NEME7,,Nephrolepis ×medlerae W.H. Wagner [exaltata × multiflora],swordfern,US15
NEAC3,,Nephrolepis acutifolia (Desv.) Christ,,US66
NEAC3,,Nephrolepis acutifolia (Desv.) Christ,,US70
NEBI,ASBI10,Aspidium biserratum Sw.,,US15
NEBI,,Nephrolepis biserrata (Sw.) Schott,giant swordfern,US15
NEBI,ASBI10,Aspidium biserratum Sw.,,US72
NEBI,,Nephrolepis biserrata (Sw.) Schott,giant swordfern,US72
NEBI,ASBI10,Aspidium biserratum Sw.,,US78
NEBI,,Nephrolepis biserrata (Sw.) Schott,giant swordfern,US78
NECO3,,Nephrolepis cordifolia (L.) C. Presl,narrow swordfern,US66
NECO3,,Nephrolepis cordifolia (L.) C. Presl,narrow swordfern,US15
NECO3,,Nephrolepis cordifolia (L.) C. Presl,narrow swordfern,US72
NECO3,,Nephrolepis cordifolia (L.) C. Presl,narrow swordfern,US70
NECO3,,Nephrolepis cordifolia (L.) C. Presl,narrow swordfern,US78
NEEX,,Nephrolepis exaltata (L.) Schott,Boston swordfern,US15
NEEX,,Nephrolepis exaltata (L.) Schott,Boston swordfern,US72
NEEX,,Nephrolepis exaltata (L.) Schott,Boston swordfern,US78
NEEXE,,Nephrolepis exaltata (L.) Schott ssp. exaltata,Boston swordfern,US72
NEEXE,,Nephrolepis exaltata (L.) Schott ssp. exaltata,Boston swordfern,US78
NEEXH,,Nephrolepis exaltata (L.) Schott ssp. hawaiiensis W.H. Wagner,Boston swordfern,US15
NEFA,,Nephrolepis falcata (Cav.) C. Chr.,fishtail swordfern,US15
NEFA,NEBIF,Nephrolepis biserrata (Sw.) Schott var. furcans hort. ex L.H. Bailey,,US15
NEHI,,Nephrolepis hirsutula (J.R. Forst.) C. Presl,scaly swordfern,US70
NEHI,,Nephrolepis hirsutula (J.R. Forst.) C. Presl,scaly swordfern,US15
NEHI,,Nephrolepis hirsutula (J.R. Forst.) C. Presl,scaly swordfern,US74
NEHI,,Nephrolepis hirsutula (J.R. Forst.) C. Presl,scaly swordfern,US66
NEHI,,Nephrolepis hirsutula (J.R. Forst.) C. Presl,scaly swordfern,USNI
NELA2,,Nephrolepis laurifolia (Christ) Proctor,laurel-leaf swordfern,US72
NELA2,,Nephrolepis laurifolia (Christ) Proctor,laurel-leaf swordfern,US78
NEMU,,Nephrolepis multiflora (Roxb.) Jarrett ex Morton,Asian swordfern,US15
NEMU,,Nephrolepis multiflora (Roxb.) Jarrett ex Morton,Asian swordfern,US74
NEMU,,Nephrolepis multiflora (Roxb.) Jarrett ex Morton,Asian swordfern,US66
NEMU,,Nephrolepis multiflora (Roxb.) Jarrett ex Morton,Asian swordfern,US78
NEMU,NEBR6,Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,,US15
NEMU,NEBR6,Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,,US74
NEMU,,Nephrolepis multiflora (Roxb.) Jarrett ex Morton,Asian swordfern,US72
NEMU,NEBR6,Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,,US66
NEMU,NEBR6,Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,,US72
NEMU,NEBR6,Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,,US78
NEOB,,Nephrolepis obliterata (R. Br.) J. Sm.,Australian swordfern,US70
NEOB,,Nephrolepis obliterata (R. Br.) J. Sm.,Australian swordfern,US66
NERI2,,Nephrolepis rivularis (Vahl) Mett. ex Krug,streamside swordfern,US72
NERI2,,Nephrolepis rivularis (Vahl) Mett. ex Krug,streamside swordfern,US78
NEUN,,Nephrolepis undulata (Afzelius ex Sw.) J. Sm.,annual swordfern,US72
NEUN,NEOC,Nephrolepis occidentalis Kunze,,US72
NEPSE,,Nepsera Naud.,nepsera,US72
NEPSE,,Nepsera Naud.,nepsera,US78
NEAQ,,Nepsera aquatica (Aubl.) Naud.,altea,US72
NEAQ,,Nepsera aquatica (Aubl.) Naud.,altea,US78
NEAQ,MEAQ2,Melastoma aquaticum Aubl.,,US72
NEAQ,MEAQ2,Melastoma aquaticum Aubl.,,US78
NEPTU,,Neptunia Lour.,puff,US72
NEPL,,Neptunia plena (L.) Benth.,water dead and awake,US72
NEPL,MIPL3,Mimosa plena L.,,US72
NEPR2,NEOL2,Neptunia oleracea Lour.,,US72
NEPR2,,Neptunia prostrata (Lam.) Baill.,garden puff,US72
NERAU,,Neraudia Gaudich.,ma'oloa,US15
NEAN,,Neraudia angulata Cowan,angularfruit ma'oloa,US15
NEANA,,Neraudia angulata Cowan var. angulata,angularfruit ma'oloa,US15
NEAND,,Neraudia angulata Cowan var. dentata O. Deg. & Cowan,angularfruit ma'oloa,US15
NEKA2,,Neraudia kauaiensis (Hillebr.) Cowan,Kauai ma'oloa,US15
NEKA2,NEKAH,Neraudia kauaiensis (Hillebr.) Cowan var. helleri Cowan,,US15
NEME5,NEMEP2,Neraudia melastomifolia Gaudich. var. parvifolia (Wawra) Hillebr.,,US15
NEME5,,Neraudia melastomifolia Gaudich.,ma'aloa,US15
NEME5,NEMEP3,Neraudia melastomifolia Gaudich. var. pubescens Cowan,,US15
NEME5,NEMEG,Neraudia melastomifolia Gaudich. var. gaudichaudii Cowan,,US15
NEME5,NEMEU,Neraudia melastomifolia Gaudich. var. uncinata Cowan,,US15
NEME5,NEMEP,Neraudia melastomifolia Gaudich. var. pallida Cowan,,US15
NEOV,,Neraudia ovata Gaudich.,Big Island ma'oloa,US15
NEOV,NECO4,Neraudia cookii H. St. John,,US15
NESE2,NEKA,Neraudia kahoolawensis Hillebr.,,US15
NESE2,,Neraudia sericea Gaudich.,woodland ma'oloa,US15
NERIU,,Nerium L.,oleander,US78
NERIU,,Nerium L.,oleander,US70
NERIU,,Nerium L.,oleander,US72
NERIU,,Nerium L.,oleander,US74
NEOL,,Nerium oleander L.,oleander,US78
NEOL,,Nerium oleander L.,oleander,US66
NEOL,,Nerium oleander L.,oleander,US70
NEOL,,Nerium oleander L.,oleander,US72
NEOL,,Nerium oleander L.,oleander,US74
NERVI,,Nervilia Comm. ex Gaudich.,,US70
NEAR3,,Nervilia aragoana Gaudich.,,US70
NEAR3,,Nervilia aragoana Gaudich.,,US66
NEPA2,,Nervilia palawensis Schltr.,Palau nervilia,US70
NEPA2,,Nervilia palawensis Schltr.,Palau nervilia,US66
NEPL2,,Nervilia platychila Schltr.,,US66
NEPL2,,Nervilia platychila Schltr.,,US70
NETR4,,Nervilia trichophylla Fukuy.,hairyleaf nervilia,US70
NETR4,,Nervilia trichophylla Fukuy.,hairyleaf nervilia,US66
NESOL,,Nesoluma Baill.,nesoluma,US15
NEPO,,Nesoluma polynesicum (Hillebr.) Baill.,keahi,US15
NESTE,,Nestegis Raf.,nestegis,US15
NESA2,,Nestegis sandwicensis (A. Gray) O. Deg. & I. Deg. & L.A.S. Johnson,Hawai'i olive,US15
NESA2,OSSA,Osmanthus sandwicensis (A. Gray) Knobl.,,US15
NEUBU,,Neuburgia Blume,,US70
NECE,,Neuburgia celebica (Koord.) Leenh.,ralm,US70
NECE,,Neuburgia celebica (Koord.) Leenh.,ralm,US66
NEURO4,,Neurodium Fée,ribbon fern,US72
NEURO4,,Neurodium Fée,ribbon fern,US78
NELA,PALA19,Paltonium lanceolatum (L.) C. Presl,,US72
NELA,PALA19,Paltonium lanceolatum (L.) C. Presl,,US78
NELA,,Neurodium lanceolatum (L.) Fée,ribbon fern,US72
NELA,,Neurodium lanceolatum (L.) Fée,ribbon fern,US78
NEURO2,,Neurolaena R. Br.,neurolaena,US15
NEURO2,,Neurolaena R. Br.,neurolaena,US72
NEURO2,,Neurolaena R. Br.,neurolaena,US78
NELO3,,Neurolaena lobata (L.) Cass.,sepi,US78
NELO3,COLO8,Conyza lobata L.,,US15
NELO3,,Neurolaena lobata (L.) Cass.,sepi,US72
NELO3,,Neurolaena lobata (L.) Cass.,sepi,US15
NELO3,PLSY2,Pluchea symphytifolia (Mill.) Gillis,,US78
NELO3,COLO8,Conyza lobata L.,,US72
NELO3,PLSY2,Pluchea symphytifolia (Mill.) Gillis,,US15
NELO3,COLO8,Conyza lobata L.,,US78
NELO3,PLSY2,Pluchea symphytifolia (Mill.) Gillis,,US72
NICAN,,Nicandra Adans.,nicandra,US15
NIPH,ATPH2,Atropa physalodes L.,,US15
NIPH,,Nicandra physalodes (L.) Scop.,apple of Peru,US15
NIPH,PHPH3,"Physalodes physalodes (L.) Britton, nom. inval.",,US15
NICOT,,Nicotiana L.,tobacco,US74
NICOT,,Nicotiana L.,tobacco,US15
NICOT,,Nicotiana L.,tobacco,US70
NICOT,,Nicotiana L.,tobacco,US72
NICOT,,Nicotiana L.,tobacco,US78
NIGL,,Nicotiana glauca Graham,tree tobacco,US74
NIGL,,Nicotiana glauca Graham,tree tobacco,US66
NIGL,,Nicotiana glauca Graham,tree tobacco,US15
NITA,,Nicotiana tabacum L.,cultivated tobacco,US70
NITA,,Nicotiana tabacum L.,cultivated tobacco,US66
NITA,,Nicotiana tabacum L.,cultivated tobacco,US15
NITA,,Nicotiana tabacum L.,cultivated tobacco,US74
NITA,,Nicotiana tabacum L.,cultivated tobacco,US72
NITA,,Nicotiana tabacum L.,cultivated tobacco,US78
NIDEM,,Nidema Britton & Millsp.,nidema,US72
NIOT,EPOT,Epidendrum ottonis Rchb. f.,,US72
NIOT,,Nidema ottonis (Rchb. f.) Britton & Millsp.,fairy orchid,US72
NIPHI,,Niphidium J. Sm.,graceful fern,US72
NICR,POCR10,Polypodium crassifolium L.,,US72
NICR,,Niphidium crassifolium (L.) Lellinger,graceful fern,US72
NOTHO3,,Nothocestrum A. Gray,aiea,US15
NOBR2,NOBRR,Nothocestrum brevifolium A. Gray var. rupilosum B.C. Stone,,US15
NOBR2,,Nothocestrum breviflorum A. Gray,smallflower aiea,US15
NOBR2,NOBRL,Nothocestrum breviflorum A. Gray var. longipes Hillebr.,,US15
NOLA,,Nothocestrum latifolium A. Gray,broadleaf aiea,US15
NOLA,NOSU,Nothocestrum subcordatum H. Mann,,US15
NOLO,,Nothocestrum longifolium A. Gray,longleaf aiea,US15
NOLO,NOLOB,Nothocestrum longifolium A. Gray var. brevifolium Hillebr.,,US15
NOLO,NOLOR,Nothocestrum longifolium A. Gray var. rufipilosum B.C. Stone,,US15
NOPE,,Nothocestrum peltatum Skottsb.,Oahu aiea,US15
NOPE,NOIN5,Nothocestrum inconcinnum H. St. John,,US15
NOTHO,,Notholaena R. Br.,cloak fern,US72
NOTR,,Notholaena trichomanoides (L.) Desv.,rockslope cloak fern,US72
NOTR,CHTR5,Cheilanthes trichomanoides (L.) Mett.,,US72
NOTHO6,,Nothoperanema (Tagawa) Ching,island lacefern,US15
NORU,,Nothoperanema rubiginosum (Brack.) A.R. Sm. & D. Palmer,island lacefern,US15
NORU,CTRU,Ctenitis rubiginosa (Brack.) Copeland,,US15
NOTOT,,Nototrichium (A. Gray) Hillebr.,rockwort,US15
NODI,,Nototrichium divaricatum D.H. Lorence,Na Pali rockwort,US15
NOHU,,Nototrichium humile Hillebr.,kaala rockwort,US15
NOHU,NOHUS,Nototrichium humile Hillebr. var. subrhomboideum Sherff,,US15
NOHU,NOHUP,Nototrichium humile Hillebr. var. parvifolium O. Deg. & Sherff,,US15
NOSA,NOSAD,Nototrichium sandwicense (A. Gray) Hillebr. var. decipiens Sherff,,US15
NOSA,,Nototrichium sandwicense (A. Gray) Hillebr.,Hawai'i rockwort,US15
NOSA,NOSAL,Nototrichium sandwicense (A. Gray) Hillebr. var. leptopodum O. Deg. & Sherff,,US15
NOSA,NOSAH,Nototrichium sandwicense (A. Gray) Hillebr. var. helleri Sherff,,US15
NOSA,NOSAK,Nototrichium sandwicense (A. Gray) Hillebr. var. kolekolense Sherff,,US15
NOSA,NOSAD2,Nototrichium sandwicense (A. Gray) Hillebr. var. dubium Sherff,,US15
NOSA,NOSAL5,Nototrichium sandwicense (A. Gray) Hillebr. var. latifolium Sherff,,US15
NOSA,NOSAK2,Nototrichium sandwicense (A. Gray) Hillebr. var. kauaiense,,US15
NOSA,NOSAM,Nototrichium sandwicense (A. Gray) Hillebr. var. macrophyllum Sherff,,US15
NOSA,NOSAF,Nototrichium sandwicense (A. Gray) Hillebr. var. forbesii Sherff,,US15
NOSA,NOSAN,Nototrichium sandwicense (A. Gray) Hillebr. var. niihauense H. St. John,,US15
NOSA,NOSAL4,Nototrichium sandwicense (A. Gray) Hillebr. var. lanceolatum Sherff,,US15
NOSA,NOSAO,Nototrichium sandwicense (A. Gray) Hillebr. var. olokeleanum Sherff,,US15
NOSA,NOSAL2,Nototrichium sandwicense (A. Gray) Hillebr. var. longispicatum Hillebr.,,US15
NOSA,NOSAM2,Nototrichium sandwicense (A. Gray) Hillebr. var. mauiense O. Deg. & Sherff,,US15
NOSA,NOSAL3,Nototrichium sandwicense (A. Gray) Hillebr. var. lanaiense Sherff,,US15
NOSA,NOSAP,Nototrichium sandwicense (A. Gray) Hillebr. var. pulchelloides O. Deg. & Sherff,,US15
NOSA,NOSAP2,Nototrichium sandwicense (A. Gray) Hillebr. var. pulchellum Sherff,,US15
NOSA,NOSAS,Nototrichium sandwicense (A. Gray) Hillebr. var. subcordatum O. Deg. & Sherff,,US15
NOSA,NOSAS2,Nototrichium sandwicense (A. Gray) Hillebr. var. syringifolium Sherff,,US15
NOSA,NOVI,Nototrichium viride Hillebr.,,US15
NOSA,NOVIK,Nototrichium viride Hillebr. var. kalaupapae H. St. John,,US15
NOSA,NOVIO,Nototrichium viride Hillebr. var. oblongifolium Sherff,,US15
NOSA,NOVIS,Nototrichium viride Hillebr. var. subtruncatum Sherff,,US15
NUTTA,,Nuttallanthus D.A. Sutton,toadflax,US15
NUTE,LICAT2,Linaria canadensis (L.) Chaz. var. texana (Scheele) Pennell,,US15
NUTE,LITE5,Linaria texana Scheele,,US15
NUTE,,Nuttallanthus texanus (Scheele) D.A. Sutton,Texas toadflax,US15
NYMPH,,Nymphaea L.,waterlily,US15
NYMPH,,Nymphaea L.,waterlily,US72
NYMPH,,Nymphaea L.,waterlily,US78
NYAM,,Nymphaea amazonum Mart. & Zucc.,Amazon waterlily,US72
NYAM,CAAM23,Castalia amazonum (Mart. & Zucc.) Britton & P. Wilson,,US72
NYAM2,,Nymphaea ampla (Salisb.) DC.,dotleaf waterlily,US72
NYAM2,,Nymphaea ampla (Salisb.) DC.,dotleaf waterlily,US78
NYAMA,CAAM22,Castalia ampla Salisb.,,US78
NYAMA,,Nymphaea ampla (Salisb.) DC. var. ampla,dotleaf waterlily,US78
NYAMA,,Nymphaea ampla (Salisb.) DC. var. ampla,dotleaf waterlily,US72
NYAMA,CAAM22,Castalia ampla Salisb.,,US72
NYAMP,,Nymphaea ampla (Salisb.) DC. var. pulchella (DC.) Caspary,dotleaf waterlily,US72
NYAMP,CAPU25,Castalia pulchella (DC.) Britton,,US78
NYAMP,,Nymphaea ampla (Salisb.) DC. var. pulchella (DC.) Caspary,dotleaf waterlily,US78
