"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"132","Meriania pulcherrima","Meriania pulcherrima",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,130,1,"wfo-0001079500","urn:lsid:ipni.org:names:157623-2","20300916","Meriania pulcherrima","species","wfo-4000023781","Herzog","Melastomataceae","","",NA,"Meriania","","pulcherrima","","species","Valid","Repert. Spec. Nov. Regni Veg. 7: 63 (1909)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 7: 63 1909  to Repert. Spec. Nov. Regni Veg. 7: 63 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","http://www.theplantlist.org/tpl1.1/record/tro-20300916","The Melastomataceae TEN","A","tro-20300916","",FALSE,"","","",""
"133","Miconia amabilis","Miconia amabilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,131,1,"wfo-0001082442","urn:lsid:ipni.org:names:158702-2","20304193","Miconia amabilis","species","wfo-4000024014","Cogn.","Melastomataceae","","",NA,"Miconia","","amabilis","","species","Valid","Bull. New York Bot. Gard. 4: 359 (1907)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 4: 359 1907  to Bull. New York Bot. Gard. 4: 359 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-20304193","The Melastomataceae TEN","A","tro-20304193","",FALSE,"","","",""
"134","Miconia amissa","Miconia amissa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,132,1,"wfo-0001081961","urn:lsid:ipni.org:names:158707-2","20303661","Miconia amissa","species","wfo-4000024014","Wurdack","Melastomataceae","","",NA,"Miconia","","amissa","","species","Valid","Phytologia 16: 177 (1968)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Phytologia 16(3): 177 1968  to Phytologia 16: 177 (1968), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2030","http://www.theplantlist.org/tpl1.1/record/tro-20303661","The Melastomataceae TEN","A","tro-20303661","",FALSE,"","","",""
"135","Miconia boomii","Miconia boomii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,133,1,"wfo-0001081713","urn:lsid:ipni.org:names:280853-2","20303387","Miconia boomii","species","wfo-4000024014","Wurdack","Melastomataceae","","",NA,"Miconia","","boomii","","species","Valid","Brittonia 40: 9(-12), fig (1988)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Brittonia 40(1): 9 1988  to Brittonia 40: 9(-12), fig (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-","http://www.theplantlist.org/tpl1.1/record/tro-20303387","The Melastomataceae TEN","A","tro-20303387","",FALSE,"","","",""
"136","Miconia brittonii","Miconia brittonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,134,1,"wfo-0001082257","urn:lsid:ipni.org:names:158819-2","20303984","Miconia brittonii","species","wfo-4000024014","Cogn. ex Britton","Melastomataceae","","",NA,"Miconia","","brittonii","","species","Valid","Bull. Torrey Bot. Club 17: 92 (1890)","Accepted","","",NA,"Source in seed data: tro Updated namepublishedIn from Bull. Torrey Bot. Club 17: 92 1890  to Bull. Torrey Bot. Club 17(4): 92. 1890 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/tro-20303984","The Melastomataceae TEN","A","tro-20303984","",FALSE,"","","",""
"137","Miconia dimorphotheca","Miconia dimorphotheca",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,135,1,"wfo-1000005425","urn:lsid:ipni.org:names:77187237-1","","Miconia dimorphotheca","species","wfo-4000024014","Jan.M.Burke & Michelang.","Melastomataceae","","",NA,"Miconia","","dimorphotheca","","species","Valid","Phytotaxa 361(2): 139. 2018","Accepted","","",NA,"","","The Melastomataceae TEN","A","","",FALSE,"","","",""
"138","Miconia glomerulifera","Miconia glomerulifera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,136,1,"wfo-0001082864","urn:lsid:ipni.org:names:159116-2","20304720","Miconia glomerulifera","species","wfo-4000024014","Cogn.","Melastomataceae","","",NA,"Miconia","","glomerulifera","","species","Valid","Bull. Torrey Bot. Club 23(1): 15 (1896)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 23: 15 1896  to Bull. Torrey Bot. Club 23(1): 15 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/tro-20304720","The Melastomataceae TEN","A","tro-20304720","",FALSE,"","","",""
"139","Miconia incachacana","Miconia incachacana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,137,1,"wfo-0001082272","urn:lsid:ipni.org:names:159199-2","20304004","Miconia incachacana","species","wfo-4000024014","Wurdack","Melastomataceae","","",NA,"Miconia","","incachacana","","species","Valid","Phytologia 23: 483 (1972)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Phytologia 23(5): 483 1972  to Phytologia 23: 483 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2030","http://www.theplantlist.org/tpl1.1/record/tro-20304004","The Melastomataceae TEN","A","tro-20304004","",FALSE,"","","",""
"140","Miconia kuntzei","Miconia kuntzei",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,138,1,"wfo-0001079687","urn:lsid:ipni.org:names:572636-1","20301127","Miconia kuntzei","species","wfo-4000024014","Cogn. ex Kuntze","Melastomataceae","","",NA,"Miconia","","kuntzei","","species","Valid","Revis. Gen. Pl. 3(3): 93 (1898)","Accepted","","",NA,"Source in seed data: tro Updated namepublishedIn from Revis. Gen. Pl. 3(2): 93 1898  to in Kuntze, Revis. Gen. Pl. 3[3]: 93. 1898 [28 Sep 1898] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/tro-20301127","The Melastomataceae TEN","A","tro-20301127","",FALSE,"","","",""
"141","Miconia mandonii","Miconia mandonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,139,1,"wfo-0001079718","urn:lsid:ipni.org:names:572737-1","20301161","Miconia mandonii","species","wfo-4000024014","Cogn. ex Britton","Melastomataceae","","",NA,"Miconia","","mandonii","","species","Valid","Bull. Torrey Bot. Club 17(4): 93 (1890)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Monogr. Phan. 7: 911 1891  to Bull. Torrey Bot. Club 17(4): 93 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/tro-20301161","The Melastomataceae TEN","A","tro-20301161","",FALSE,"","","",""
"142","Miconia micrantha","Miconia micrantha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,140,1,"wfo-0001245851","urn:lsid:ipni.org:names:159360-2","50134668","Miconia micrantha","species","wfo-4000024014","Cogn.","Melastomataceae","","",NA,"Miconia","","micrantha","","species","Valid","Bull. Torrey Bot. Club 23(1): 16 (1896)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 23(1): 16 1896  to Bull. Torrey Bot. Club 23(1): 16 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-50134668","The Melastomataceae TEN","A","tro-50134668","",FALSE,"","","","Not a synonym"
"145","Miconia pubicalyx","Miconia pubicalyx",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,141,1,"wfo-0001245859","urn:lsid:ipni.org:names:159574-2","50134717","Miconia pubicalyx","species","wfo-4000024014","Gleason","Melastomataceae","","",NA,"Miconia","","pubicalyx","","species","Valid","Amer. J. Bot. 19: 742 (1932)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Amer. J. Bot. 19: 742 1932  to Amer. J. Bot. 19: 742 (1932), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-5","http://www.theplantlist.org/tpl1.1/record/tro-50134717","The Melastomataceae TEN","A","tro-50134717","",FALSE,"","","",""
"146","Miconia recondita","Miconia recondita",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,142,1,"wfo-0001081965","urn:lsid:ipni.org:names:159621-2","20303665","Miconia recondita","species","wfo-4000024014","Wurdack","Melastomataceae","","",NA,"Miconia","","recondita","","species","Valid","Phytologia 23: 488 (1972)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Phytologia 23(5): 488–489 1972  to Phytologia 23: 488 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tr","http://www.theplantlist.org/tpl1.1/record/tro-20303665","The Melastomataceae TEN","A","tro-20303665","",FALSE,"","","",""
"147","Miconia valida","Miconia valida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,143,1,"wfo-0001082787","urn:lsid:ipni.org:names:159907-2","20304634","Miconia valida","species","wfo-4000024014","Cogn.","Melastomataceae","","",NA,"Miconia","","valida","","species","Valid","Bull. Torrey Bot. Club 23(7): 278 (1896)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 23: 278 1896  to Bull. Torrey Bot. Club 23(7): 278 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/tro-20304634","The Melastomataceae TEN","A","tro-20304634","",FALSE,"","","",""
"148","Ruagea beckii","Ruagea beckii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,144,1,"wfo-1000001736","urn:lsid:ipni.org:names:77217898-1","","Ruagea beckii","species","","T.D.Penn.","Meliaceae","","",NA,"Ruagea","","beckii","","species","","Kew Bull. 76(4): 582. 2021","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"149","Ruagea ovalis","Ruagea ovalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,145,1,"wfo-0001083760","urn:lsid:ipni.org:names:222823-2","20400989","Ruagea ovalis","species","wfo-4000033568","Harms","Meliaceae","","",NA,"Ruagea","","ovalis","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 9: 428 (1925)","Accepted","","wfo-0001221220",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Rusby) Harms to Harms, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-20400989 >The Plant List v.1","http://www.theplantlist.org/tpl1.1/record/tro-20400989","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-20400989","",FALSE,"","","",""
"150","Trichilia multifoliola","Trichilia multifoliola",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,146,1,"wfo-0001083474","urn:lsid:ipni.org:names:256876-2","20400267","Trichilia multifoliola","species","wfo-4000038940","C.DC.","Meliaceae","","",NA,"Trichilia","","multifoliola","","species","Valid","Meded. Rijks-Herb. 27: 82 (1915)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Meded. Rijks-Herb. 27: 82 1915  to Meded. Rijks-Herb. 27: 82 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:256876-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-20400267","",FALSE,"","","",""
"151","Mollinedia steinbachiana","Mollinedia steinbachiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,147,1,"wfo-0001084415","urn:lsid:ipni.org:names:163156-2","21200080","Mollinedia steinbachiana","species","wfo-4000024579","Perkins","Monimiaceae","","",NA,"Mollinedia","","steinbachiana","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 10: 160 (1927)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Notizbl. Bot. Gart. Berlin-Dahlem 10(92): 160 1927  to Notizbl. Bot. Gart. Berlin-Dahlem 10: 160 (1927), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=htt","http://www.theplantlist.org/tpl1.1/record/tro-21200080","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-21200080","",FALSE,"","","",""
"152","Ficus chaparensis","Ficus chaparensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,148,1,"wfo-0000687782","urn:lsid:ipni.org:names:70029333-1","937536","Ficus chaparensis","species","wfo-4000014727","C.C.Berg & Villav.","Moraceae","","",NA,"Ficus","","chaparensis","","species","Valid","Revista Soc. Boliv. Bot. 4: 75 (2003)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Revista Soc. Boliv. Bot. 4(1): 75 (2003).  to Revista Soc. Boliv. Bot. 4: 75 (2003), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/kew-2809912","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2809912","",FALSE,"","","",""
"153","Pseudolmedia boliviana","Pseudolmedia boliviana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,149,1,"wfo-0001272389","urn:lsid:ipni.org:names:70029334-1","50255841","Pseudolmedia boliviana","species","wfo-4000031569","C.C.Berg & Villav.","Moraceae","","",NA,"Pseudolmedia","","boliviana","","species","Valid","Revista Soc. Boliv. Bot. 4(1): 77 (2003)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Revista Soc. Boliv. Bot. 4(1): 77 (2003).  to Revista Soc. Boliv. Bot. 4(1): 77 (2003), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/tro-50255841","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50255841","",FALSE,"","","",""
"154","Eugenia cydoniifolia","Eugenia cydoniifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,150,1,"wfo-0000957045","urn:lsid:ipni.org:names:594202-1","74976","Eugenia cydoniifolia","species","wfo-4000014151","O.Berg","Myrtaceae","","",NA,"Eugenia","","cydoniifolia","","species","Valid","Fl. Bras. 14(1): 229 (1857)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Bras. (Martius) 14(1): 229. 1857 [15 May 1857] , as 'cydoniaefolia' to Fl. Bras. 14(1): 229 (1857), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http","http://www.theplantlist.org/tpl1.1/record/kew-74976","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-74976","",FALSE,"","","",""
"155","Eugenia mandonii","Eugenia mandonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,151,1,"wfo-0000958011","urn:lsid:ipni.org:names:98629-2","75865","Eugenia mandonii","species","wfo-4000014151","McVaugh","Myrtaceae","","",NA,"Eugenia","","mandonii","","species","Valid","Fieldiana, Bot. 29: 212 (1956)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fieldiana, Bot. 29: 212 1956  to Fieldiana, Bot. 29: 212 (1956), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-75865","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-75865","",FALSE,"","","",""
"156","Eugenia teresa-ruiziana","Eugenia teresa-ruiziana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,152,1,"wfo-0001342654","urn:lsid:ipni.org:names:77147569-1","77147569-1","Eugenia teresa-ruiziana","species","wfo-4000014151","Villarroel & Faria","Myrtaceae","","",NA,"Eugenia","","teresa-ruiziana","","species","Valid","Novon 23: 244 (2014)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Novon 23(2): 244. 2014 [16 Jul 2014]  to Novon 23: 244 (2014), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77147569-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"157","Eugenia uninervia","Eugenia uninervia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,153,1,"wfo-0000959413","urn:lsid:ipni.org:names:99159-2","77155","Eugenia uninervia","species","wfo-4000014151","Rusby","Myrtaceae","","",NA,"Eugenia","","uninervia","","species","Valid","Mem. Torrey Bot. Club 6: 36 (1895)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mem. Torrey Bot. Club 6: 36 1895  to Mem. Torrey Bot. Club 6: 36 (1895), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-77155","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-77155","",FALSE,"","","",""
"158","Myrcia haenkeana","Myrcia haenkeana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,154,1,"wfo-0000913448","urn:lsid:ipni.org:names:77097308-1","458438","Myrcia haenkeana","species","wfo-4000025105","(O.Berg) Mattos","Myrtaceae","","",NA,"Myrcia","","haenkeana","","species","Valid","Loefgrenia 125: 4 (2008)","Accepted","","wfo-0000974164",NA,"Source in seed data: wcs Update namepublishedIn from Loefgrenia 125: 4. 2008 [Jul 2008]  to Loefgrenia 125: 4 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-458438","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-458438","",FALSE,"","","",""
"159","Myrcia myrcioides","Myrcia myrcioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,155,1,"wfo-0000913451","urn:lsid:ipni.org:names:77097310-1","458441","Myrcia myrcioides","species","wfo-4000025105","(Mattos & D.Legrand) Mattos","Myrtaceae","","",NA,"Myrcia","","myrcioides","","species","Valid","Loefgrenia 125: 4 (2008)","Accepted","","wfo-0000974184",NA,"Source in seed data: wcs Update namepublishedIn from Loefgrenia 125: 4. 2008 [Jul 2008]  to Loefgrenia 125: 4 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-458441","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-458441","",FALSE,"","","",""
