"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"98","Symbolanthus brittonianus","Symbolanthus brittonianus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,96,1,"wfo-0001063305","urn:lsid:ipni.org:names:246995-2","13800667","Symbolanthus brittonianus","species","wfo-4000037175","Gilg","Gentianaceae","","",NA,"Symbolanthus","","brittonianus","","species","Valid","Bot. Jahrb. Syst. 22: 342 (1896)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Jahrb. Syst. 22(2): 342. 1896 [22 May 1896]  to Bot. Jahrb. Syst. 22: 342 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/tro-13800667","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-13800667","",FALSE,"","","",""
"99","Vismia crassa","Vismia crassa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,1,"wfo-0001296202","urn:lsid:ipni.org:names:267278-2","7801568","Vismia crassa","species","wfo-4000040349","(Rusby) S.F.Blake","Hypericaceae","","",NA,"Vismia","","crassa","","species","Valid","Contr. Gray Herb. 53: 41 (1918)","Accepted","","wfo-0000584171",NA,"Source in seed data: tro Update namepublishedIn from Contr. Gray Herb. 53: 41 1918  to Contr. Gray Herb. 53: 41 (1918), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-7801568","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-7801568","",FALSE,"","","",""
"100","Casimirella beckii","Casimirella beckii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,98,1,"wfo-0000588996","urn:lsid:ipni.org:names:962430-1","833329","Casimirella beckii","species","wfo-4000006887","(Fern.Casas) Breteler","Icacinaceae","","",NA,"Casimirella","","beckii","","species","Valid","Taxon 40: 112 (1991)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Taxon 40(1): 112 (1991):.  to Taxon 40: 112 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2702476 >T","http://www.theplantlist.org/tpl1.1/record/kew-2702476","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2702476","",FALSE,"","","",""
"101","Aegiphila buchtienii","Aegiphila buchtienii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,99,1,"wfo-0000798991","urn:lsid:ipni.org:names:5675-2","3374","Aegiphila buchtienii","species","wfo-4000000756","Moldenke","Lamiaceae","","",NA,"Aegiphila","","buchtienii","","species","Valid","Repert. Spec. Nov. Regni Veg. 33: 116 (1933)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 33: 116 1933  to Repert. Spec. Nov. Regni Veg. 33: 116 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-3374","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-3374","",FALSE,"","","",""
"102","Aegiphila steinbachii","Aegiphila steinbachii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,100,1,"wfo-0000823693","urn:lsid:ipni.org:names:5821-2","3613","Aegiphila steinbachii","species","wfo-4000000756","Moldenke","Lamiaceae","","",NA,"Aegiphila","","steinbachii","","species","Valid","Phytologia 2: 9 (1941)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Phytologia 2: 9 1941  to Phytologia 2: 9 (1941), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3613 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-3613","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-3613","",FALSE,"","","",""
"103","Ocotea choquetangensis","Ocotea choquetangensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,101,1,"wfo-0001342682","urn:lsid:ipni.org:names:77147635-1","77147635-1","Ocotea choquetangensis","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","choquetangensis","","species","Valid","Novon 23: 345 (2014)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Novon 23(3): 345. 2014 [4 Nov 2014]  to Novon 23: 345 (2014), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77147635-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"104","Ocotea comata","Ocotea comata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,102,1,"wfo-0001043790","urn:lsid:ipni.org:names:77132600-1","100378320","Ocotea comata","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","comata","","species","Valid","Novon 22: 343 (2013)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Novon 22(3): 343. 2013 [24 May 2013]  to Novon 22: 343 (2013), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77132600-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-100378320","",FALSE,"","","",""
"105","Ocotea illustris","Ocotea illustris",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,103,1,"wfo-0001070617","urn:lsid:ipni.org:names:171691-2","17801612","Ocotea illustris","species","wfo-4000026514","Rusby","Lauraceae","","",NA,"Ocotea","","illustris","","species","Valid","Bull. New York Bot. Gard. 6: 507 (1910)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 6(22): 507 1910  to Bull. New York Bot. Gard. 6: 507 (1910), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/tro-17801612","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17801612","",FALSE,"","","",""
"106","Ocotea micrantha","Ocotea micrantha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,104,1,"wfo-0001043794","urn:lsid:ipni.org:names:77132605-1","100378324","Ocotea micrantha","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","micrantha","","species","Valid","Novon 22: 354 (2013)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Novon 22(3): 354. 2013 [24 May 2013]  to Novon 22: 354 (2013), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77132605-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-100378324","",FALSE,"","","",""
"107","Ocotea prunifolia","Ocotea prunifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,105,1,"wfo-0001070622","urn:lsid:ipni.org:names:171838-2","17801618","Ocotea prunifolia","species","wfo-4000026514","Rusby","Lauraceae","","",NA,"Ocotea","","prunifolia","","species","Valid","Bull. New York Bot. Gard. 4: 439 (1907)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 4: 439 1907  to Bull. New York Bot. Gard. 4: 439 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-17801618","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17801618","",FALSE,"","","",""
"108","Ocotea smithii","Ocotea smithii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,106,1,"wfo-0001342693","urn:lsid:ipni.org:names:77147648-1","77147648-1","Ocotea smithii","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","smithii","","species","Valid","Novon 23: 372 (2014)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Novon 23(3): 372. 2014 [4 Nov 2014]  to Novon 23: 372 (2014), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77147648-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"109","Ocotea solomonii","Ocotea solomonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,107,1,"wfo-0001342694","urn:lsid:ipni.org:names:77147649-1","77147649-1","Ocotea solomonii","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","solomonii","","species","Valid","Novon 23: 372 (2014)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Novon 23(3): 372. 2014 [4 Nov 2014]  to Novon 23: 372 (2014), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77147649-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"110","Ocotea stenophylla","Ocotea stenophylla",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,108,1,"wfo-0001043799","urn:lsid:ipni.org:names:77132610-1","100378329","Ocotea stenophylla","species","wfo-4000026514","van der Werff","Lauraceae","","",NA,"Ocotea","","stenophylla","","species","Valid","Novon 22: 363 (2013)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Novon 22(3): 363. 2013 [24 May 2013]  to Novon 22: 363 (2013), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77132610-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-100378329","",FALSE,"","","",""
"111","Persea bilocularis","Persea bilocularis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,109,1,"wfo-0001071045","urn:lsid:ipni.org:names:190602-2","17803386","Persea bilocularis","species","wfo-4000028846","L.E.Kopp","Lauraceae","","",NA,"Persea","","bilocularis","","species","Valid","Mem. New York Bot. Gard. 14(1): 62 (1966)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Mem. New York Bot. Gard. 14(1): 62 1966  to Mem. New York Bot. Gard. 14(1): 62 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/tro-17803386","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17803386","",FALSE,"","","",""
"112","Persea buchtienii","Persea buchtienii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,110,1,"wfo-0001070760","urn:lsid:ipni.org:names:190611-2","17802313","Persea buchtienii","species","wfo-4000028846","O.C.Schmidt","Lauraceae","","",NA,"Persea","","buchtienii","","species","Valid","Repert. Spec. Nov. Regni Veg. 31: 179 (1933)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 31: 179 1933  to Repert. Spec. Nov. Regni Veg. 31: 179 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/tro-17802313","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17802313","",FALSE,"","","",""
"113","Persea filipes","Persea filipes",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,111,1,"wfo-0001070608","urn:lsid:ipni.org:names:190647-2","17801588","Persea filipes","species","wfo-4000028846","Rusby","Lauraceae","","",NA,"Persea","","filipes","","species","Valid","Bull. New York Bot. Gard. 6: 505 (1910)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 6(22): 505–506 1910  to Bull. New York Bot. Gard. 6: 505 (1910), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:190647-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17801588","",FALSE,"","","",""
"114","Persea negracotensis","Persea negracotensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,112,1,"wfo-0001070762","urn:lsid:ipni.org:names:190703-2","17802315","Persea negracotensis","species","wfo-4000028846","O.C.Schmidt","Lauraceae","","",NA,"Persea","","negracotensis","","species","Valid","Repert. Spec. Nov. Regni Veg. 31: 180 (1933)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 31: 180 1933  to Repert. Spec. Nov. Regni Veg. 31: 180 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/tro-17802315","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17802315","",FALSE,"","","",""
"115","Persea trollii","Persea trollii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,113,1,"wfo-0001070763","urn:lsid:ipni.org:names:190765-2","17802317","Persea trollii","species","wfo-4000028846","O.C.Schmidt","Lauraceae","","",NA,"Persea","","trollii","","species","Valid","Repert. Spec. Nov. Regni Veg. 31: 180 (1933)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 31: 180 1933  to Repert. Spec. Nov. Regni Veg. 31: 180 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/tro-17802317","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17802317","",FALSE,"","","",""
"116","Rhodostemonodaphne longiflora","Rhodostemonodaphne longiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,114,1,"wfo-0001274057","urn:lsid:ipni.org:names:60441005-2","50269159","Rhodostemonodaphne longiflora","species","wfo-4000033053","Madriñán","Lauraceae","","",NA,"Rhodostemonodaphne","","longiflora","","species","Valid","Fl. Neotrop. Monogr. 92: 38 (2004)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Neotrop. Monogr. 92: 38 (-39; figs. 6D, 7). 2004 [24 Aug 2004]  to Fl. Neotrop. Monogr. 92: 38 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h","http://www.theplantlist.org/tpl1.1/record/tro-50269159","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50269159","",FALSE,"","","",""
"117","Magnolia boliviana","Magnolia boliviana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,115,1,"wfo-0000233024","urn:lsid:ipni.org:names:991471-1","117477","Magnolia boliviana","species","wfo-4000022860","(M.Nee) Govaerts","Magnoliaceae","","",NA,"Magnolia","","boliviana","","species","Valid","World Checkl. & Bibliogr. Magnoliaceae : 26 (1996)","Accepted","","wfo-0000320576",NA,"Source in seed data: wcs Update namepublishedIn from World Checkl. & Bibliogr. Magnoliaceae [D.G. Frodin & R. Govaerts] 26. 1996  to World Checkl. & Bibliogr. Magnoliaceae : 26 (1996), information provided by Alan E. on email Jun. 07 2021 More details co","http://www.theplantlist.org/tpl1.1/record/kew-117477","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-117477","",FALSE,"","","",""
"118","Magnolia madidiensis","Magnolia madidiensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,116,1,"wfo-1000001481","","","Magnolia madidiensis","species","","A.Vázquez","Magnoliaceae","","",NA,"Magnolia","","madidiensis","","species","","","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"119","Luehea herzogiana","Luehea herzogiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,1,"wfo-0001221322","urn:lsid:ipni.org:names:144458-2","50008398","Luehea herzogiana","species","wfo-4000022399","R.E.Fr.","Malvaceae","","",NA,"Luehea","","herzogiana","","species","Valid","Meded. Rijks-Herb. 19: 41 (1913)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Meded. Rijks-Herb. 19: 41 1913  to Meded. Rijks-Herb. 19: 41 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/tro-50008398","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50008398","",FALSE,"","","",""
"120","Luehea splendens","Luehea splendens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,118,1,"wfo-0001142718","urn:lsid:ipni.org:names:144471-2","32200643","Luehea splendens","species","wfo-4000022399","Rusby","Malvaceae","","",NA,"Luehea","","splendens","","species","Valid","Mem. Torrey Bot. Club 6: 12 (1896)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Mem. Torrey Bot. Club 6: 12 1896  to Mem. Torrey Bot. Club 6: 12 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/tro-32200643","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-32200643","",FALSE,"","","",""
"121","Luehea steinbachii","Luehea steinbachii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,119,1,"wfo-0001142575","urn:lsid:ipni.org:names:144472-2","32200123","Luehea steinbachii","species","wfo-4000022399","Burret","Malvaceae","","",NA,"Luehea","","steinbachii","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 9: 827 (1926)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Notizbl. Bot. Gart. Berlin-Dahlem 9: 827 1926  to Notizbl. Bot. Gart. Berlin-Dahlem 9: 827 (1926), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","http://www.theplantlist.org/tpl1.1/record/tro-32200123","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-32200123","",FALSE,"","","",""
"122","Luehea tomentella","Luehea tomentella",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,120,1,"wfo-0001221323","urn:lsid:ipni.org:names:144475-2","50008399","Luehea tomentella","species","wfo-4000022399","Rusby","Malvaceae","","",NA,"Luehea","","tomentella","","species","Valid","Bull. New York Bot. Gard. 4: 332 (1907)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 4: 332 1907  to Bull. New York Bot. Gard. 4: 332 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-50008399","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50008399","",FALSE,"","","",""
"123","Pachira rurrenabaqueana","Pachira rurrenabaqueana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,121,1,"wfo-0000397319","urn:lsid:ipni.org:names:70027665-1","550992","Pachira rurrenabaqueana","species","wfo-4000027634","(Rusby) Fern.Alonso","Malvaceae","","",NA,"Pachira","","rurrenabaqueana","","species","Valid","Revista Acad. Colomb. Ci. Exact. 27(102): 36 (2003).","Accepted","","wfo-0000568511",NA,"Source in seed data: cmp Updated namePublishedIn from Revista Acad. Colomb. Ci. Exact. 27: 36 2003  to Revista Acad. Colomb. Ci. Exact. 27(102): 36 (2003). , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be ","http://www.theplantlist.org/tpl1.1/record/kew-2412679","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2412679","",FALSE,"","","",""
"124","Pseudobombax andicola","Pseudobombax andicola",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,122,1,"wfo-0001214960","urn:lsid:ipni.org:names:211222-2","3900131","Pseudobombax andicola","species","wfo-4000031412","A.Robyns","Malvaceae","","",NA,"Pseudobombax","","andicola","","species","Valid","Bull. Jard. Bot. État Bruxelles 33: 61 (1963)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Jard. Bot. État Bruxelles 33: 61. 1963  to Bull. Jard. Bot. État Bruxelles 33: 61 (1963), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/tro-3900131","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-3900131","",FALSE,"","","",""
"125","Pseudobombax pulchellum","Pseudobombax pulchellum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,123,1,"wfo-0001335815","urn:lsid:ipni.org:names:77128380-1","77128380-1","Pseudobombax pulchellum","species","wfo-4000031412","Carv.-Sobr.","Malvaceae","","",NA,"Pseudobombax","","pulchellum","","species","Valid","PhytoKeys 21: 56 (2013)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from PhytoKeys 21: 56. 2013 [9 May 2013] [epublished] to PhytoKeys 21: 56 (2013), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77128380-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"126","Axinaea alata","Axinaea alata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,124,1,"wfo-0001343213","urn:lsid:ipni.org:names:77149139-1","77149139-1","Axinaea alata","species","wfo-4000003787","E.Cotton","Melastomataceae","","",NA,"Axinaea","","alata","","species","Valid","Sci. Danic. Biol. 4: 32. 2014 [Dec 2014] [Rev. Axinaea]","Accepted","","",NA,"Source in seed data: ipni Updated namepublishedin from Unknown 4: 32 (2014) to Sci. Danic. Biol. 4: 32. 2014 [Dec 2014] [Rev. Axinaea], information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77149139-1","The Melastomataceae TEN","A","","",FALSE,"","","",""
"127","Bellucia gracilis","Bellucia gracilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,125,1,"wfo-0001039885","urn:lsid:ipni.org:names:77112285-1","100366130","Bellucia gracilis","species","wfo-4000004373","(S.S.Renner) Penneys, Michelang., Judd & Almeda","Melastomataceae","","",NA,"Bellucia","","gracilis","","species","Valid","Syst. Bot. 35(4): 797 (2010)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Syst. Bot. 35(4): 797 2010  to Syst. Bot. 35(4): 797 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-1","http://www.theplantlist.org/tpl1.1/record/tro-100366130","The Melastomataceae TEN","A","tro-100366130","",FALSE,"","","",""
"128","Henriettea boliviensis","Henriettea boliviensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,126,1,"wfo-0001039897","urn:lsid:ipni.org:names:77112293-1","100366143","Henriettea boliviensis","species","wfo-4000017493","(Cogn.) Penneys, Michelang., Judd & Almeda","Melastomataceae","","",NA,"Henriettea","","boliviensis","","species","Valid","Syst. Bot. 35(4): 797 (2010)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Syst. Bot. 35(4): 797 2010  to Syst. Bot. 35(4): 797 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-1","http://www.theplantlist.org/tpl1.1/record/tro-100366143","The Melastomataceae TEN","A","tro-100366143","",FALSE,"","","",""
"129","Meriania axinaeoides","Meriania axinaeoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,127,1,"wfo-0000158201","urn:lsid:ipni.org:names:157571-2","157571-2","Meriania axinaeoides","species","wfo-4000023781","Gleason","Melastomataceae","","",NA,"Meriania","","axinaeoides","","species","Valid","Amer. J. Bot. 19: 741 (1932)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Amer. J. Bot. 19: 741 1932  to Amer. J. Bot. 19: 741 (1932), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ifn-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157571-2","The Melastomataceae TEN","A","ifn-68472","",FALSE,"","","",""
"130","Meriania boliviensis","Meriania boliviensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,128,1,"wfo-0001081960","urn:lsid:ipni.org:names:157572-2","20303660","Meriania boliviensis","species","wfo-4000023781","Cogn.","Melastomataceae","","",NA,"Meriania","","boliviensis","","species","Valid","Bull. Torrey Bot. Club 17(3): 58 (1890)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 17: 58 1890  to Bull. Torrey Bot. Club 17(3): 58 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/tro-20303660","The Melastomataceae TEN","A","tro-20303660","",FALSE,"","","",""
"131","Meriania brittoniana","Meriania brittoniana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,129,1,"wfo-0001082836","urn:lsid:ipni.org:names:289799-2","20304690","Meriania brittoniana","species","wfo-4000023781","Wurdack","Melastomataceae","","",NA,"Meriania","","brittoniana","","species","Valid","Phytologia 13: 71 (1966)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Phytologia 13: 71 1966  to Phytologia 13: 71 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-20304690 ","http://www.theplantlist.org/tpl1.1/record/tro-20304690","The Melastomataceae TEN","A","tro-20304690","",FALSE,"","","",""
